Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL603086,,None,501.63,1,4.73,11e,CC(C)OC(=O)C1=CN(C(=O)c2ccc(CN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,EC50,'=',23,nM,7.64,,,UO_0000065,,,,,0,CHEMBL1070842,Agonist activity at human FXR-LBD expressed in HEL293 cells by Gal4-luciferase assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1156884,1,Scientific Literature,J Med Chem,2010,CHEMBL3307715,,,
CHEMBL604335,,None,543.71,2,6.15,14z,CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,EC50,'=',1121,nM,5.95,,,UO_0000065,,,,,0,CHEMBL1070842,Agonist activity at human FXR-LBD expressed in HEL293 cells by Gal4-luciferase assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1156884,1,Scientific Literature,J Med Chem,2010,CHEMBL3307715,,,
CHEMBL4159036,,None,449.68,0,5,13c,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)OC)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',300,nM,6.52,,,UO_0000065,14.51,0.28,1.52,8.28,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL4165830,,None,474.73,1,5.1,14k,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)NC4CC4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',70,nM,7.16,,,UO_0000065,15.07,0.29,2.05,8.77,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL4159008,,None,483.76,0,4.58,14g,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCCNS(C)(=O)=O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',110,nM,6.96,,,UO_0000065,14.38,0.29,2.38,8.03,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL4164682,,None,463.66,0,3.84,14b,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)C(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',20,nM,7.7,,,UO_0000065,16.6,0.32,3.86,7.2,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL4161259,,None,505.74,2,5.15,13i,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)O[C@@H]4CCOC4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',120,nM,6.92,,,UO_0000065,13.68,0.26,1.77,7.86,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL4168123,,None,489.74,1,5.92,13e,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCNC(=O)OC4CCC4)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',150,nM,6.82,,,UO_0000065,13.93,0.27,0.9,8.66,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL4175639,,None,430.67,1,6.53,11,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CCC3(CC3)C[C@@H]12,EC50,'=',700,nM,6.16,,,UO_0000065,14.29,0.27,-0.38,10.7,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL4160539,,None,404.64,1,6.14,9,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CCCC[C@@H]12,EC50,'=',400,nM,6.4,,,UO_0000065,15.81,0.3,0.26,11.12,0,CHEMBL4143929,Agonist activity at recombinant human GST-tagged FXR LBD (193 to 472 residues) expressed in baculovirus-infected insect cells assessed as recruitment of biotinylated SRC1 peptide measured after 1 hr by Alphascreen assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4138253,1,Scientific Literature,ACS Med Chem Lett,2017,None,,,
CHEMBL426273,,None,513.63,2,6.67,40,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3c(OC)cccc3OC)cc2)C(=O)C2CCCCC2)c1,EC50,'=',77,nM,7.11,,,UO_0000065,13.85,0.26,0.44,10.93,0,CHEMBL840248,Effective concentration against farnesoid X receptor (FXR),B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1139569,1,Scientific Literature,Bioorg Med Chem Lett,2005,None,,,
CHEMBL3589975,,None,280.28,0,3.41,14,Cc1ccccc1-c1noc(-c2cccc(C(=O)O)c2)n1,EC50,'=',7.2,nM,8.14,,,UO_0000065,29.05,0.53,4.73,10.68,0,CHEMBL3592510,Agonist activity at human full length FXR expressed in HeLa cells cotransfected with pSG5-human RXR after 24 hrs by Dual-Glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3588766,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL3589970,,None,266.3,0,3.72,8,COc1ccc(-c2nc(-c3ccccc3C)no2)cc1,EC50,'=',120,nM,6.92,,,UO_0000065,25.99,0.47,3.2,14.37,0,CHEMBL3592510,Agonist activity at human full length FXR expressed in HeLa cells cotransfected with pSG5-human RXR after 24 hrs by Dual-Glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3588766,1,Scientific Literature,Bioorg Med Chem,2015,CHEMBL3308376,,,
CHEMBL4741830,,None,556.01,2,6.73,19,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5c(F)cccc5Cl)noc4C4CC4)CC3)cc21,EC50,'=',420,nM,6.38,,,UO_0000065,11.47,0.22,-0.35,7.9,0,CHEMBL4702898,Agonist activity at GST-tagged human FXR LBD assessed as induction of biotinylated coactivator SRC-1 peptide recruitment measured after 2 hrs by streptavidin-conjugated AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,AGONIST,
CHEMBL4745008,,None,520.39,2,6.14,9,O=C(O)c1ccc(N2CCC(F)(COCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)CC2)cn1,EC50,'=',440,nM,6.36,,,UO_0000065,12.21,0.25,0.22,7.17,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4800163,,None,575.49,2,7.96,16,O=C(O)c1csc2cc(N3CCC(F)(COCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)ccc12,EC50,'=',96,nM,7.02,,,UO_0000065,12.19,0.25,-0.94,9.26,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4751112,,None,593.57,2,7.21,35,O=C(O)c1cc(F)c2nc(N3CCC(F)(COCc4c(-c5ccccc5C(F)(F)F)noc4C4CC4)CC3)sc2c1,EC50,'=',3980,nM,5.4,,,UO_0000065,9.1,0.18,-1.81,6.09,0,CHEMBL4702898,Agonist activity at GST-tagged human FXR LBD assessed as induction of biotinylated coactivator SRC-1 peptide recruitment measured after 2 hrs by streptavidin-conjugated AlphaScreen assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 2.0 hr,AGONIST,
CHEMBL4751890,,None,572.46,2,7.24,10,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21,EC50,'=',5.8,nM,8.24,,,UO_0000065,14.39,0.29,1,10.2,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL566315,OBETICHOLIC ACID,4,420.63,1,5.11,1; OCA,CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,EC50,'=',710,nM,6.15,,,UO_0000065,14.62,0.28,1.04,7.91,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL4763935,,None,538.02,2,6.59,21,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccccc5Cl)noc4C4CC4)CC3)cc21,EC50,'=',37,nM,7.43,,,UO_0000065,13.81,0.27,0.84,9.21,0,CHEMBL4702899,Agonist activity at human FXR expressed in HEK293 cells measured after 18 hrs by steady-glo luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4699528,1,Scientific Literature,J Med Chem,2020,None,TIME = 18.0 hr,AGONIST,
CHEMBL3822953,,None,661.99,2,7.65,16,O=C(NCCS(=O)(=O)O)c1ccc(C2CC2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1,EC50,'=',76,nM,7.12,,,UO_0000065,10.75,0.23,-0.53,6,0,CHEMBL3825916,Agonist activity at GST-tagged FXR LBD (187 to 472 residues) (unknown origin) assessed as FXR interaction with b-CPSSHSSLTERHKILHRLLQEGSPS-COOH by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3822410,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL3823517,,None,586.86,2,6.56,26,O=C(O)c1cncc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,EC50,'=',7,nM,8.15,,,UO_0000065,13.9,0.29,1.59,7.49,0,CHEMBL3825916,Agonist activity at GST-tagged FXR LBD (187 to 472 residues) (unknown origin) assessed as FXR interaction with b-CPSSHSSLTERHKILHRLLQEGSPS-COOH by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3822410,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,
CHEMBL3824163,,None,555.85,2,8.12,10,O=C(O)c1cncc(C2CC2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)c1,EC50,'=',14,nM,7.85,,,UO_0000065,14.13,0.29,-0.27,9.19,0,CHEMBL3825918,Agonist activity at C-terminal Gal4-tagged human FXR (187 to 472 residues) expressed in HEK-293 cells co-expressing pFRluc by mammalian one hybrid assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3822410,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307715,,,
CHEMBL3822859,,None,568.88,2,9.12,17trans,O=C(O)c1cccc([C@H]2C[C@H](c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,EC50,'=',15,nM,7.82,,,UO_0000065,13.75,0.28,-1.3,10.78,0,CHEMBL3825918,Agonist activity at C-terminal Gal4-tagged human FXR (187 to 472 residues) expressed in HEK-293 cells co-expressing pFRluc by mammalian one hybrid assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3822410,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307715,,,
CHEMBL3823491,,None,568.88,2,9.12,17cis,O=C(O)c1cccc([C@H]2C[C@@H](c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,EC50,'=',92,nM,7.04,,,UO_0000065,12.37,0.25,-2.08,9.7,0,CHEMBL3825918,Agonist activity at C-terminal Gal4-tagged human FXR (187 to 472 residues) expressed in HEK-293 cells co-expressing pFRluc by mammalian one hybrid assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3822410,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307715,,,
CHEMBL3823938,,None,584.88,2,8.22,19,O=C(O)c1ccc([C@H]2C[C@](O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)cc1,EC50,'=',63,nM,7.2,,,UO_0000065,12.31,0.25,-1.02,7.76,0,CHEMBL3825918,Agonist activity at C-terminal Gal4-tagged human FXR (187 to 472 residues) expressed in HEK-293 cells co-expressing pFRluc by mammalian one hybrid assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL3822410,1,Scientific Literature,Bioorg Med Chem Lett,2016,CHEMBL3307715,,,
CHEMBL4277969,,None,596.01,2,5.41,8,COc1cccc(OC)c1-c1noc(C2CC2)c1COc1ccc(C2(O)CN(c3ncc(C(=O)O)cc3F)C2)c(Cl)c1,EC50,'=',15,nM,7.82,,,UO_0000065,13.13,0.25,2.41,6.14,0,CHEMBL4256224,Agonist activity at FXR (unknown origin) by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4251727,1,Scientific Literature,ACS Med Chem Lett,2018,None,,,
CHEMBL4292861,,None,605.84,2,6.09,10,O=C(O)c1cnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)cc3Cl)C2)c(F)c1,EC50,'=',3.4,nM,8.47,,,UO_0000065,13.98,0.29,2.38,6.95,0,CHEMBL4256224,Agonist activity at FXR (unknown origin) by FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4251727,1,Scientific Literature,ACS Med Chem Lett,2018,None,,,
CHEMBL240597,CHENODIOL,4,392.58,0,4.48,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL469135,,None,543.83,2,8.27,6d,CC(C)c1onc(-c2c(Cl)cncc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,EC50,'=',9000,nM,5.05,,,UO_0000065,,,,,0,CHEMBL980674,Agonist activity at chimeric FXR assessed as receptor transactivation by luciferase transcriptional reporter gene assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1138594,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL466471,,None,546.02,2,6.56,7d,Cc1cc(OCc2c(-c3ccn(C)c(=O)c3Cl)noc2C(C)C)ccc1-c1ccc2c(C(=O)O)cn(C)c2c1,EC50,'=',7000,nM,5.16,,,UO_0000065,,,,,0,CHEMBL980674,Agonist activity at chimeric FXR assessed as receptor transactivation by luciferase transcriptional reporter gene assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL1138594,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,
CHEMBL5271527,,None,793.75,3,6.51,4c,CC(C)Oc1cc(C(=O)NS(=O)(=O)N2CCCCC2)cc2sc(O[C@@H]3CO[C@H]4[C@H]3OC[C@H]4OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)nc12,EC50,'<',30,nM,,,,UO_0000065,,,,,0,CHEMBL5236155,Agonist activity at human FXR,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL5270341,,None,679.64,2,8.67,14,O=C(O)c1ccc(-c2csc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)n2)cc1C(F)(F)F,EC50,'=',2,nM,8.7,,,UO_0000065,12.8,0.25,0.03,8.88,0,CHEMBL5236171,Agonist activity at FXR in HEK293T cells by steady-glo luciferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL5281263,,None,582.48,2,6.87,16b,O=C(O)c1ccc2c(c1)CN(C(=O)N1[C@@H]3CC[C@H]1C[C@@H](OCc1c(-c4c(Cl)cccc4Cl)noc1C1CC1)C3)C2,EC50,'=',10,nM,8,,,UO_0000065,13.73,0.27,1.13,8.32,0,CHEMBL5236171,Agonist activity at FXR in HEK293T cells by steady-glo luciferase assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL5279380,,None,581.46,2,6.99,19a,O=C(O)c1ccc(-c2nc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5c(Cl)cccc5Cl)noc3C3CC3)C4)no2)cc1,EC50,'<',50,nM,,,,UO_0000065,,,,,0,CHEMBL5236173,Agonist activity at FXR (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL5267810,,None,615.9,2,7.64,19b,O=C(O)c1ccc(-c2nc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5c(Cl)cccc5Cl)noc3C3CC3)C4)no2)cc1Cl,EC50,'<',50,nM,,,,UO_0000065,,,,,0,CHEMBL5236173,Agonist activity at FXR (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL5270877,,None,567.86,2,8.09,27b,CCc1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(C2(C#N)CC2c2ccc(C(=O)O)cc2)c(Cl)c1,EC50,'<',100,nM,,,,UO_0000065,,,,,0,CHEMBL5236180,Agonist activity at FXR in HEK293T cells by lanthascreen TR-FRET assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293T,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,,AGONIST,
CHEMBL5268384,,None,541.36,2,7.23,33d,O=C(O)c1ccc2c(c1)Oc1ccc(OCc3c(-c4c(Cl)cc(F)cc4Cl)noc3C3CC3)nc1CC2,EC50,'=',7.4,nM,8.13,,,UO_0000065,15.02,0.3,0.9,8.59,0,CHEMBL5236183,Agonist activity at FXR (unknown origin) incubated for 15 mins by dual-luciferase reporter assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5233278,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.25 hr,AGONIST,
CHEMBL5282863,,None,384.48,1,5.75,9,CC(C)(C)c1ccc(Cn2c(-c3ccc(C(=O)O)cc3)nc3ccccc32)cc1,EC50,,,,,,Not Active,,,,,,0,CHEMBL5258827,Partial agonist activity at FXR-LBD-GST (unknown origin) by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5257079,1,Scientific Literature,Bioorg Med Chem,2023,None,,,
CHEMBL5276891,,None,384.48,1,5.75,24,CC(C)(C)c1ccc(-c2cccc3c2ncn3Cc2ccc(C(=O)O)cc2)cc1,EC50,'=',760,nM,6.12,,,UO_0000065,15.92,0.29,0.37,11.1,0,CHEMBL5258827,Partial agonist activity at FXR-LBD-GST (unknown origin) by TR-FRET assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL5257079,1,Scientific Literature,Bioorg Med Chem,2023,None,,PARTIAL AGONIST,
CHEMBL4084716,,None,585.6,2,7.14,12,O=C(O)c1ccc2nc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1,EC50,'=',0.54,nM,9.27,,,UO_0000065,15.83,0.31,2.13,9.46,0,CHEMBL4032660,Agonist activity at recombinant human GST-tagged FXR ligand binding domain (193 to 472 residues) expressed in baculovirus infected insect cells assessed as induction of interaction with biotin labelled SRC-1 after 1 hr by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL2047,Bile acid receptor FXR,Homo sapiens,SINGLE PROTEIN,CHEMBL4028903,1,Scientific Literature,J Med Chem,2017,None,,,
